EmployeePPPER,Status,ZipCode,Sex,Eeoc,Shift,BaseRate,Grade,Training,LastEval,StartEval,Education,StartGrade,StartRate,Experience,EngagementIndex,CommitmentIndex,Unscheduled,Tenure,Age,EntryAge,CareerAge,CareerStage,ServiceLength,SalaryProg,JobLevelProg,AvgEval,LastPromotion,TotalEmployment
184,ACTIVE,75028,F,WHITE,1,17.35,25,5000,4,3,3,24,9.42,3,5,3,3,16,40,24,40,3,5,0.5,0.06,3.5,16,19
185,TERM,75062,F,WHITE,1,12.34,25,5000,9,8,3,23,10.28,17,5,4,8,1,49,38,39,3,2,2.06,2,8.5,1,18
186,TERM,75028,M,WHITE,1,13.95,0,0,0,8,0,9,12.78,25,2,1,7,15,66,46,61,4,5,0.08,-0.6,4,2,40
187,ACTIVE,75042,F,WHITE,1,15.02,17,5000,5,2,2,12,8.17,0,7,4,8,27,46,20,46,3,6,0.25,0.19,3.5,2,27
188,TERM,75011,F,WHITE,1,10.86,14,5000,2,8,1,13,10.31,1,6,7,2,5,35,22,27,2,4,0.11,0.2,5,1,6
189,TERM,75001,F,WHITE,1,20.1,37,5000,4,1,4,37,13.92,9,2,3,3,9,41,30,38,3,4,0.69,0,2.5,2,18
190,ACTIVE,75032,F,WHITE,1,21.53,37,5000,7,1,4,31,13.62,0,3,3,9,25,46,21,46,3,6,0.32,0.24,4,1,25
191,TERM,75012,F,WHITE,1,4.25,1,1000,4,4,0,9,6,0,6,6,0,1,29,18,19,1,2,-1.75,-8,4,1,1
192,TERM,75042,F,WHITE,1,10.5,9,5000,5,1,1,8,7.45,17,4,4,9,3,50,38,41,3,3,1.02,0.33,3,3,20
193,TERM,75018,F,WHITE,1,8.62,5,5000,3,4,1,4,6,0,6,8,7,19,47,18,37,3,5,0.14,0.05,3.5,2,19
194,ACTIVE,75020,F,WHITE,1,20.66,39,5000,6,1,4,38,16.41,0,6,8,3,16,37,20,37,3,5,0.27,0.06,3.5,13,16
195,TERM,75055,F,WHITE,3,7.45,6,5000,5,4,1,3,6,0,10,5,6,0,28,21,21,1,1,1.45,3,4.5,0,0
196,TERM,75011,F,WHITE,1,9.02,1,1000,9,1,0,6,6,10,7,5,2,1,35,31,32,2,2,3.02,-5,5,1,11
197,ACTIVE,75018,F,WHITE,1,18.29,27,5000,4,3,3,21,12.71,11,4,4,8,13,46,32,46,3,5,0.43,0.46,3.5,4,24
198,ACTIVE,75062,F,WHITE,2,21.53,37,5000,7,2,4,32,18.32,1,3,5,6,15,36,22,36,3,5,0.21,0.33,4.5,13,16
199,ACTIVE,75055,F,WHITE,2,15.02,17,5000,5,2,2,11,12.9,0,3,3,5,21,42,21,42,3,6,0.1,0.29,3.5,2,21
200,TERM,75022,F,WHITE,1,17.94,37,5000,4,4,4,35,17.34,18,3,6,9,7,51,39,46,3,4,0.09,0.29,4,7,25
201,TERM,75032,F,WHITE,1,9.89,6,5000,9,7,1,0,9.78,16,6,6,6,26,73,37,63,4,6,0,0.23,8,26,42
202,ACTIVE,75042,F,WHITE,1,19.57,37,5000,4,4,4,35,15.16,29,6,5,3,1,51,50,51,4,2,4.41,2,4,1,30
203,TERM,75038,F,WHITE,1,17.88,43,5000,9,1,4,42,8.38,13,7,8,3,19,62,34,53,4,5,0.5,0.05,5,19,32
204,TERM,75018,F,WHITE,1,16.91,37,5000,6,4,4,30,13.65,21,2,3,10,25,74,42,67,4,6,0.13,0.28,5,3,46
205,ACTIVE,75028,F,WHITE,2,21.53,37,5000,7,3,4,36,15.37,11,8,6,7,27,59,32,59,4,6,0.23,0.04,5,27,38
206,TERM,75038,F,WHITE,1,6.96,8,5000,6,4,1,2,6,18,9,7,3,3,52,39,42,3,3,0.32,2,5,2,21
207,ACTIVE,75055,F,WHITE,2,21.53,37,5000,7,2,4,35,19.79,2,1,5,8,17,40,23,40,3,5,0.1,0.12,4.5,1,19
208,ACTIVE,75012,M,WHITE,3,11.05,5,5000,5,1,1,2,6,6,0,1,9,11,38,27,38,3,5,0.46,0.27,3,11,17
209,ACTIVE,75018,F,WHITE,1,15.89,13,5000,7,3,1,7,15.06,16,4,3,0,14,51,37,51,4,5,0.06,0.43,5,12,30
210,TERM,75028,F,WHITE,1,5.28,1,1000,5,1,0,4,6,0,4,5,8,2,29,17,19,1,3,-0.36,-1.5,3,2,2
211,ACTIVE,75028,F,WHITE,3,17.35,25,5000,4,4,3,16,16.44,2,0,2,7,15,38,23,38,3,5,0.06,0.6,4,2,17
212,ACTIVE,75032,F,WHITE,2,21.53,37,5000,7,4,4,32,17.04,9,8,7,5,24,54,30,54,4,6,0.19,0.21,5.5,13,33
213,ACTIVE,75042,F,WHITE,1,23.58,48,5000,2,2,5,42,22.27,5,7,6,5,16,43,26,43,3,5,0.08,0.38,2,7,21
214,TERM,75022,M,WHITE,1,6.62,6,5000,10,5,1,2,6,2,3,6,4,1,34,23,24,1,2,0.62,4,7.5,1,3
215,ACTIVE,75018,F,WHITE,1,21.53,37,5000,7,0,4,31,17.07,11,7,7,7,13,45,32,45,3,5,0.34,0.46,3.5,3,24
216,ACTIVE,75042,F,WHITE,1,15.02,17,5000,5,0,2,15,10.09,7,8,9,2,11,39,28,39,3,5,0.45,0.18,2.5,2,18
217,ACTIVE,75032,F,WHITE,1,19.38,35,5000,8,2,4,27,14.9,2,0,3,6,27,50,23,50,4,6,0.17,0.3,5,1,29
218,TERM,75038,F,WHITE,1,15.4,21,5000,3,3,2,15,10.43,0,6,7,8,35,58,19,54,4,6,0.14,0.17,3,35,35
219,ACTIVE,75028,F,WHITE,2,21.53,37,5000,7,4,4,34,19.47,0,2,3,9,16,37,21,37,3,5,0.13,0.19,5.5,15,16
220,ACTIVE,75022,F,WHITE,1,23.85,51,5000,6,3,5,44,17.41,1,3,6,7,34,55,22,55,4,6,0.19,0.21,4.5,5,35
221,TERM,75062,F,WHITE,2,6.45,1,1000,6,4,0,5,6,0,1,5,0,5,26,14,19,1,4,0.09,-0.8,5,5,5
223,TERM,75001,F,WHITE,3,11.78,17,5000,0,1,2,8,5.8,5,10,6,2,19,54,26,46,3,5,0.31,0.47,0.5,19,24
224,TERM,75032,F,WHITE,1,9.29,9,5000,4,2,1,2,6,0,5,4,10,21,47,18,40,3,6,0.16,0.33,3,4,21
225,ACTIVE,75002,F,WHITE,1,12.77,6,5000,7,1,1,0,6,0,9,10,7,27,44,16,44,3,6,0.25,0.22,4,7,27
226,TERM,75055,F,WHITE,2,26.29,60,5000,7,6,6,57,25.86,3,5,6,2,5,39,24,28,2,4,0.09,0.6,6.5,5,8
227,ACTIVE,75001,F,WHITE,1,16.67,21,5000,0,3,2,16,11.53,0,4,7,6,14,35,21,35,3,5,0.37,0.36,1.5,4,14
228,ACTIVE,75055,F,WHITE,1,12.32,5,5000,2,3,1,3,6,1,7,8,3,26,48,22,48,3,6,0.24,0.08,2.5,1,27
229,TERM,75055,F,WHITE,3,7.77,5,5000,9,1,1,2,6,23,3,5,3,4,55,44,48,3,3,0.44,0.75,5,4,27
230,ACTIVE,75022,F,WHITE,1,9.91,6,5000,9,2,1,5,6,15,9,5,2,3,38,36,38,3,3,1.3,0.33,5.5,1,18
231,ACTIVE,75022,F,WHITE,1,15.89,13,5000,7,5,1,10,13.4,0,7,4,9,32,52,19,52,4,6,0.08,0.09,6,28,32
232,TERM,75028,M,WHITE,1,23.35,57,5000,1,2,6,57,21.1,0,7,8,7,39,67,19,58,4,6,0.06,0,1.5,39,39
233,TERM,75028,M,WHITE,1,8.76,63,5000,2,0,6,60,6,2,9,7,7,2,34,23,24,1,3,1.38,1.5,1,2,4
234,TERM,75028,F,WHITE,1,17.82,40,5000,3,6,4,35,13.97,9,5,5,5,1,35,30,31,2,2,3.85,5,4.5,1,10
235,TERM,75042,F,WHITE,1,5.24,3,3000,6,2,0,2,6,10,7,8,1,0,42,31,32,2,1,-0.76,1,4,0,10
236,TERM,75032,F,WHITE,2,7.32,5,5000,7,7,1,2,6,25,4,6,4,1,56,46,46,3,2,1.32,3,7,1,26
237,ACTIVE,75028,F,WHITE,1,12.77,6,5000,7,1,1,1,6.53,0,2,2,1,37,56,19,56,4,6,0.17,0.14,4,11,37
238,TERM,75020,F,WHITE,1,13.07,4,4000,2,2,0,3,6,4,7,8,3,2,37,25,27,2,3,3.54,0.5,2,2,6
239,TERM,75011,F,WHITE,1,10.19,6,5000,1,8,1,1,6,22,5,3,3,24,75,43,66,4,6,0.17,0.21,4.5,24,46
240,TERM,75002,F,WHITE,3,17.94,37,5000,4,6,4,29,16.92,8,9,7,4,8,42,29,37,3,4,0.13,1,5,7,16
241,TERM,75018,F,WHITE,1,9.09,3,3000,7,0,0,3,6,3,2,3,6,15,49,24,39,3,5,0.21,0,3.5,14,18
242,ACTIVE,75011,F,WHITE,1,11.55,9,5000,4,2,1,0,7.37,13,9,9,4,11,45,34,45,3,5,0.38,0.82,3,5,24
243,ACTIVE,75028,F,WHITE,2,18.92,29,5000,9,5,3,24,12.72,0,2,6,1,35,56,21,56,4,6,0.18,0.14,7,35,35
244,ACTIVE,75032,F,WHITE,1,12.77,6,5000,7,1,1,3,11.49,14,4,2,7,29,64,35,64,4,6,0.04,0.1,4,14,43
245,TERM,75055,M,WHITE,3,9.29,63,5000,5,2,6,61,6,0,9,7,2,3,32,21,24,1,3,1.1,0.67,3.5,3,3
246,ACTIVE,75042,F,WHITE,1,13.24,9,5000,9,4,1,0,7.55,8,0,2,5,22,51,29,51,4,6,0.26,0.41,6.5,2,30
247,ACTIVE,75032,F,WHITE,1,17.35,25,5000,4,1,3,22,15.14,0,5,4,4,33,52,19,52,4,6,0.07,0.09,2.5,33,33
248,TERM,75020,F,WHITE,1,16.11,37,5000,6,0,4,33,13.44,2,8,8,8,9,36,23,32,2,4,0.3,0.44,3,9,11
249,ACTIVE,75032,F,WHITE,1,25,37,5000,5,4,4,28,18.82,21,5,6,4,22,64,42,64,4,6,0.28,0.41,4.5,4,43
250,ACTIVE,75020,F,WHITE,1,24.95,55,5000,2,5,6,47,19.41,0,7,6,9,26,46,21,46,3,6,0.21,0.31,3.5,4,26
251,ACTIVE,75011,F,WHITE,1,12.77,6,5000,7,6,1,0,4.13,0,8,4,6,20,39,19,39,3,6,0.43,0.3,6.5,3,20
253,TERM,75012,F,WHITE,1,17.42,37,5000,5,5,4,28,15.05,6,2,3,2,4,38,27,31,2,3,0.59,2.25,5,4,10
254,TERM,75018,F,WHITE,2,7.48,5,5000,7,2,1,1,6,0,5,5,5,1,30,19,20,1,2,1.48,4,4.5,1,1
255,TERM,75062,M,WHITE,3,9.02,63,5000,8,5,6,55,6,6,2,4,9,3,38,27,30,2,3,1.01,2.67,6.5,3,9
256,TERM,75012,M,WHITE,3,10.08,63,5000,5,3,6,61,6,15,7,8,5,2,47,36,38,3,3,2.04,1,4,2,17
257,TERM,75032,F,WHITE,1,9.18,1,1000,9,5,0,1,6,32,4,5,9,22,82,53,75,4,6,0.14,0,7,22,54
258,TERM,75018,F,WHITE,1,7.14,6,5000,3,3,1,5,6,0,10,6,8,3,29,17,20,1,3,0.38,0.33,3,0,3
259,ACTIVE,75018,F,WHITE,3,12.32,5,5000,2,1,1,0,7.1,13,5,5,3,18,52,34,52,4,5,0.29,0.28,1.5,6,31
260,ACTIVE,75062,F,WHITE,1,13.24,8,5000,6,5,1,2,6,7,5,4,1,13,41,28,41,3,5,0.56,0.46,5.5,12,20
261,ACTIVE,75012,F,WHITE,3,12.77,6,5000,7,0,1,5,6,11,7,6,6,21,53,32,53,4,6,0.32,0.05,3.5,21,32
262,TERM,75032,F,WHITE,3,9.44,5,5000,7,2,1,1,6,25,6,4,4,18,75,46,64,4,5,0.19,0.22,4.5,18,43
263,TERM,75042,F,WHITE,3,7.7,5,5000,9,6,1,5,6,17,5,6,7,4,52,38,42,3,3,0.43,0,7.5,4,21
264,TERM,75038,F,WHITE,1,5.28,1,1000,5,4,0,6,6,0,1,3,6,2,27,16,17,1,3,-0.36,-2.5,4.5,2,2
265,TERM,75028,F,WHITE,1,15.63,41,5000,1,0,4,33,6.82,4,3,3,5,7,40,25,32,2,4,1.26,1.14,0.5,7,11
266,TERM,75028,F,WHITE,1,10.97,13,5000,3,1,1,7,6,26,0,4,9,3,58,47,50,4,3,1.66,2,2,3,29
267,TERM,75028,F,WHITE,1,20.63,25,5000,6,3,3,22,16.22,19,7,6,3,10,52,40,50,4,5,0.44,0.3,4.5,9,29
268,ACTIVE,75018,F,WHITE,1,12.32,5,5000,2,2,1,3,6,1,3,5,4,14,36,22,36,3,5,0.45,0.14,2,14,15
269,ACTIVE,75022,F,WHITE,1,21.53,37,5000,7,4,4,30,14.93,5,7,8,2,48,73,26,73,4,6,0.14,0.15,5.5,8,53
270,ACTIVE,75032,F,WHITE,1,12.28,6,5000,4,4,1,1,6,0,1,3,1,30,48,19,48,3,6,0.21,0.17,4,8,30
271,TERM,75042,F,WHITE,1,21.07,41,5000,4,2,4,36,14.09,3,10,8,3,26,53,24,50,4,6,0.27,0.19,3,1,29
272,TERM,75028,F,WHITE,1,16.83,52,5000,5,3,5,49,15.04,33,4,5,1,1,65,54,55,4,2,1.79,3,4,1,34
273,TERM,75002,M,WHITE,3,11.68,63,5000,6,6,6,61,6.67,16,7,7,5,8,48,37,44,3,4,0.63,0.25,6,8,24
274,TERM,75038,F,WHITE,3,12.32,5,5000,2,7,1,4,10.73,0,9,8,2,17,39,21,37,3,5,0.09,0.06,4.5,13,17
275,TERM,75028,F,WHITE,3,11.51,5,5000,8,1,1,1,6,4,4,4,7,37,64,25,62,4,6,0.15,0.11,4.5,11,41
276,ACTIVE,75022,F,WHITE,1,12.77,6,5000,7,1,1,3,6,19,1,5,2,20,60,40,60,4,6,0.34,0.15,4,6,39
277,ACTIVE,75022,F,WHITE,1,12.77,6,5000,7,4,1,2,6,0,2,1,4,31,45,14,45,3,6,0.22,0.13,5.5,5,31
278,ACTIVE,75002,F,WHITE,1,12.32,5,5000,2,8,1,4,6.95,12,2,2,7,22,55,33,55,4,6,0.24,0.05,5,8,34
279,TERM,75042,F,WHITE,2,17.94,37,5000,4,4,4,35,16.32,2,2,4,5,7,35,23,29,2,4,0.23,0.29,4,7,9
280,ACTIVE,75022,F,WHITE,1,13.51,8,5000,8,4,1,1,9.77,4,7,5,9,21,46,25,46,3,6,0.18,0.33,6,17,25
281,TERM,75028,F,WHITE,1,11.81,6,5000,1,1,1,2,6,16,4,6,1,25,66,37,62,4,6,0.23,0.16,1,25,41
282,ACTIVE,75028,F,WHITE,1,11.41,3,3000,4,1,0,1,6,23,7,5,1,19,63,44,63,4,5,0.28,0.11,2.5,19,42
283,ACTIVE,75022,F,WHITE,1,11.71,6,5000,0,4,1,2,6,7,3,5,10,5,33,28,33,2,4,1.14,0.8,2,5,12
284,ACTIVE,75042,F,WHITE,1,9.63,1,1000,10,5,0,3,6,6,8,8,9,20,47,27,47,3,6,0.18,-0.1,7.5,3,26
285,TERM,75002,F,WHITE,1,5.79,1,1000,6,3,0,0,6,0,6,7,6,3,26,15,18,1,3,-0.07,0.33,4.5,3,3
286,ACTIVE,75032,F,WHITE,1,22.92,44,5000,8,2,4,36,15.91,0,7,9,4,32,52,20,52,4,6,0.22,0.25,5,8,32
287,TERM,75001,M,WHITE,1,13.15,9,5000,8,4,1,0,6.05,13,8,8,1,17,62,34,51,4,5,0.42,0.53,6,17,30
288,ACTIVE,75020,F,WHITE,1,22.13,41,5000,7,2,4,41,13.31,30,2,6,7,13,64,51,64,4,5,0.68,0,4.5,6,43
289,ACTIVE,75011,F,WHITE,1,11.41,3,3000,4,1,0,4,6.25,1,6,6,7,28,49,22,49,3,6,0.18,-0.04,2.5,9,29
290,TERM,75022,F,WHITE,1,9.34,5,5000,7,1,1,3,6,24,5,4,0,21,75,45,65,4,6,0.16,0.1,4,21,45
291,TERM,75028,F,WHITE,1,5.45,1,1000,5,2,0,5,6,0,9,7,3,2,28,16,19,1,3,-0.28,-2,3.5,2,2
292,TERM,75012,F,WHITE,1,10.82,6,5000,5,3,1,5,5.01,0,2,2,0,29,58,21,50,4,6,0.2,0.03,4,13,29
293,TERM,75028,F,WHITE,3,11.44,17,5000,4,1,2,12,6,2,8,6,1,10,42,23,32,2,5,0.54,0.5,2.5,7,12
294,TERM,75022,F,WHITE,1,8.44,9,5000,6,5,1,5,6,14,7,6,6,6,49,35,41,3,4,0.41,0.67,5.5,3,20
295,ACTIVE,75012,F,WHITE,1,8.55,1,1000,9,9,0,0,0.71,16,9,5,9,16,52,37,52,4,5,0.49,0.06,9,6,32
296,ACTIVE,75055,F,WHITE,1,11.41,3,3000,4,0,0,6,6,20,4,4,5,30,71,41,71,4,6,0.18,-0.1,2,10,50
297,ACTIVE,75020,F,WHITE,1,21.53,37,5000,7,3,4,28,11.86,6,7,8,1,14,41,27,41,3,5,0.69,0.64,5,5,20
298,TERM,75042,F,WHITE,1,4.8,1,1000,5,3,0,5,6,29,5,6,5,1,61,50,51,4,2,-1.2,-4,4,1,30
299,TERM,75062,F,WHITE,3,26.08,45,5000,4,5,5,43,24.46,17,2,6,1,27,66,38,65,4,6,0.06,0.07,4.5,10,44
300,TERM,75012,F,WHITE,1,19.41,34,5000,10,8,3,26,17.18,15,3,6,6,13,50,36,48,3,5,0.17,0.62,9,0,28
301,ACTIVE,75018,F,WHITE,2,17.35,25,5000,4,4,3,17,13.72,1,9,10,3,26,48,22,48,3,6,0.14,0.31,4,15,27
302,TERM,75018,F,WHITE,2,15.56,25,5000,9,7,3,21,8.78,22,5,6,5,8,56,43,51,4,4,0.85,0.5,8,8,30
303,TERM,75038,F,WHITE,2,16.88,37,5000,5,4,4,29,13.85,3,8,9,7,4,34,24,28,2,3,0.76,2,4.5,4,7
304,TERM,75018,F,WHITE,1,22.07,55,5000,4,4,6,52,21.27,0,7,6,5,14,38,21,35,3,5,0.06,0.21,4,0,14
305,TERM,75032,F,WHITE,1,5.62,1,1000,6,2,0,3,6,0,5,7,4,3,29,17,20,1,3,-0.13,-0.67,4,3,3
306,ACTIVE,75042,F,WHITE,1,11.41,3,3000,4,1,0,6,6,0,3,3,5,32,53,21,53,4,6,0.17,-0.09,2.5,4,32
307,TERM,75020,F,WHITE,2,6.73,6,5000,0,2,1,3,5.85,17,7,7,2,0,49,38,39,3,1,0.88,3,1,0,17
308,ACTIVE,75038,F,WHITE,3,15.02,17,5000,5,2,2,11,13.85,16,5,7,6,14,52,37,52,4,5,0.08,0.43,3.5,4,30
309,ACTIVE,75028,F,WHITE,1,12.77,6,5000,7,6,1,3,3.24,0,10,7,7,30,47,17,47,3,6,0.32,0.1,6.5,30,30
310,ACTIVE,75055,F,WHITE,1,12.77,6,5000,7,0,1,2,2.91,20,3,5,5,19,60,41,60,4,5,0.52,0.21,3.5,17,39
311,TERM,75062,F,WHITE,1,9.64,3,3000,9,9,0,6,8.85,33,2,4,7,9,70,54,62,4,4,0.09,-0.33,9,9,42
312,ACTIVE,75022,F,WHITE,1,11.7,6,5000,0,1,1,3,9.07,14,5,6,8,18,53,35,53,4,5,0.15,0.17,0.5,1,32
313,ACTIVE,75022,F,WHITE,1,15.02,17,5000,5,3,2,15,6,7,7,4,4,12,40,28,40,3,5,0.75,0.17,4,1,19
314,TERM,75011,F,WHITE,1,5.45,1,1000,5,0,0,1,6,0,2,6,7,2,29,18,19,1,3,-0.28,0,2.5,2,2
315,TERM,75028,F,WHITE,1,6.64,1,1000,7,1,0,6,6,13,5,6,2,5,46,34,39,3,4,0.13,-1,4,5,18
316,ACTIVE,75032,F,WHITE,1,21.53,37,5000,7,0,4,31,20.18,11,6,6,7,24,56,32,56,4,6,0.06,0.25,3.5,6,35
317,ACTIVE,75020,F,WHITE,1,21.53,37,5000,7,2,4,32,15.29,3,8,8,0,11,35,24,35,3,5,0.57,0.45,4.5,8,14
318,TERM,75018,F,WHITE,2,11.44,17,5000,4,5,2,10,6,19,9,6,4,6,56,40,47,3,4,0.91,1.17,4.5,6,25
319,ACTIVE,75042,F,WHITE,1,21.53,37,5000,7,1,4,34,15.06,38,5,7,1,5,65,59,65,4,4,1.29,0.6,4,1,43
320,ACTIVE,75032,F,WHITE,1,12.11,8,5000,7,2,1,2,2.7,13,7,5,9,5,38,34,38,3,4,1.88,1.2,4.5,4,18
321,TERM,75028,M,WHITE,1,10.46,63,5000,9,3,6,57,6,17,2,2,7,7,49,38,45,3,4,0.64,0.86,6,7,24
322,ACTIVE,75002,F,WHITE,1,11.87,9,5000,7,3,1,4,4.84,0,10,8,1,23,40,17,40,3,6,0.31,0.22,5,5,23
323,TERM,75062,F,WHITE,1,6.9,9,5000,2,2,1,4,6,2,7,9,2,0,34,23,24,1,1,0.9,5,2,0,2
324,TERM,75012,F,WHITE,1,22.67,64,5000,1,3,6,61,16.87,19,6,8,1,26,74,40,65,4,6,0.22,0.12,2,26,45
325,TERM,75018,F,WHITE,1,9.89,6,5000,9,6,1,3,4.77,11,1,1,2,26,68,32,58,4,6,0.2,0.12,7.5,26,37
326,TERM,75032,F,WHITE,1,5.96,3,3000,8,5,0,0,6,0,8,4,9,2,29,18,20,1,3,-0.02,1.5,6.5,2,2
327,ACTIVE,75001,F,WHITE,1,12.77,6,5000,7,6,1,1,6.46,8,2,3,8,21,50,29,50,4,6,0.3,0.24,6.5,4,29
328,TERM,75002,F,WHITE,1,14.95,21,5000,4,1,2,13,8.81,1,7,7,1,7,35,22,29,2,4,0.88,1.14,2.5,7,8
329,ACTIVE,75028,F,WHITE,1,21.53,37,5000,7,6,4,27,12.8,5,2,2,6,16,42,26,42,3,5,0.55,0.63,6.5,13,21
330,TERM,75042,F,WHITE,1,7.35,1,1000,7,1,0,5,6,37,7,4,3,8,71,58,66,4,4,0.17,-0.5,4,3,45
331,TERM,75042,F,HISPANIC,2,7.11,5,5000,6,3,1,5,6,25,5,6,3,1,57,46,47,3,2,1.11,0,4.5,1,26
332,ACTIVE,75042,F,WHITE,1,12.94,7,5000,1,1,1,1,10.36,5,4,6,9,20,46,26,46,3,6,0.13,0.3,1,15,25
333,ACTIVE,75032,F,WHITE,1,17.35,25,5000,4,3,3,24,17.21,1,0,1,6,14,36,22,36,3,5,0.01,0.07,3.5,2,15
334,ACTIVE,75020,F,WHITE,1,15.02,17,5000,5,0,2,10,7.66,0,1,5,4,30,50,21,50,4,6,0.25,0.23,2.5,1,30
335,TERM,75011,F,WHITE,3,12.16,6,5000,3,4,1,1,11.64,10,3,6,9,26,59,31,56,4,6,0.02,0.19,3.5,26,36
336,ACTIVE,75028,F,WHITE,1,15.02,17,5000,5,2,2,7,5.65,3,8,9,10,15,39,24,39,3,5,0.62,0.67,3.5,5,18
337,TERM,75032,F,WHITE,1,15.12,37,5000,9,6,4,30,10.51,0,8,8,7,5,34,20,26,2,4,0.92,1.4,7.5,5,5
338,ACTIVE,75018,F,WHITE,3,24.95,55,5000,2,7,6,51,23.59,0,9,6,5,34,56,21,56,4,6,0.04,0.12,4.5,34,34
339,ACTIVE,75032,F,WHITE,1,11.73,5,5000,9,0,1,3,7.26,16,9,5,3,21,58,37,58,4,6,0.21,0.1,4.5,3,37
340,TERM,75028,F,WHITE,1,5.69,5,5000,8,7,1,0,6,6,1,2,1,1,37,27,28,2,2,-0.31,5,7.5,1,7
341,TERM,75018,F,WHITE,1,11.42,0,0,0,9,0,1,2.73,5,5,4,2,22,55,26,47,3,6,0.4,-0.05,4.5,22,27
342,TERM,75022,F,WHITE,1,7.48,5,5000,7,5,1,2,6,0,3,5,9,1,31,19,20,1,2,1.48,3,6,1,1
343,TERM,75020,F,WHITE,1,11.14,6,5000,7,2,1,5,8.41,6,9,6,8,19,52,27,46,3,5,0.14,0.05,4.5,9,25
344,TERM,75002,F,WHITE,3,8.38,5,5000,2,1,1,4,6,37,1,3,3,5,72,58,63,4,4,0.48,0.2,1.5,5,42
345,ACTIVE,75012,M,WHITE,1,15.02,17,5000,5,5,2,11,9.66,19,8,6,3,15,55,40,55,4,5,0.36,0.4,5,2,34
346,ACTIVE,75018,F,WHITE,1,12.77,6,5000,7,1,1,5,7.56,0,0,2,2,32,53,21,53,4,6,0.16,0.03,4,19,32
347,TERM,75011,F,WHITE,1,16.42,37,5000,8,1,4,29,7.18,0,9,7,10,41,71,21,62,4,6,0.23,0.2,4.5,4,41
348,ACTIVE,75032,F,WHITE,1,11.73,5,5000,9,0,1,1,6,0,10,9,2,26,45,19,45,3,6,0.22,0.15,4.5,7,26
349,TERM,75028,F,WHITE,1,8.14,1,1000,8,5,0,1,6,0,6,4,2,8,28,16,25,2,4,0.27,0,6.5,8,8
350,ACTIVE,75042,F,WHITE,1,21.53,37,5000,7,7,4,29,17.06,1,8,7,0,34,57,22,57,4,6,0.13,0.24,7,11,35
351,ACTIVE,75038,F,WHITE,1,15.02,17,5000,5,4,2,14,6,31,5,4,6,14,67,52,67,4,5,0.64,0.21,4.5,14,45
352,ACTIVE,75028,M,WHITE,3,17.35,25,5000,4,3,3,22,14.98,6,0,1,6,29,56,27,56,4,6,0.08,0.1,3.5,12,35
353,ACTIVE,75022,F,WHITE,1,12.77,6,5000,7,1,1,5,6,0,1,3,5,35,54,19,54,4,6,0.19,0.03,4,1,35
354,ACTIVE,75002,F,WHITE,2,12.32,5,5000,2,4,1,3,6,0,4,3,10,17,36,19,36,3,5,0.37,0.12,3,17,17
355,TERM,75028,F,WHITE,2,10.31,5,5000,2,5,1,1,3.96,0,2,3,0,6,34,20,27,2,4,1.06,0.67,3.5,2,6
356,TERM,75001,F,WHITE,1,21.53,37,5000,7,1,4,30,14.67,1,3,7,4,15,39,22,37,3,5,0.46,0.47,4,10,16
357,ACTIVE,75055,F,WHITE,1,30,52,5000,0,7,5,52,24.86,13,3,3,1,11,45,34,45,3,5,0.47,0,3.5,4,24
358,ACTIVE,75018,F,WHITE,1,9.63,1,1000,10,5,0,4,6,0,3,2,4,11,31,20,31,2,5,0.33,-0.27,7.5,11,11
359,ACTIVE,75022,F,WHITE,2,9.63,1,1000,10,8,0,1,6,11,10,9,7,11,43,32,43,3,5,0.33,0,9,3,22
360,ACTIVE,75028,F,WHITE,1,36.26,58,5000,3,5,6,49,34.87,4,8,4,3,14,38,25,38,3,5,0.1,0.64,4,9,18
361,TERM,75022,F,WHITE,1,17.51,37,5000,8,4,4,35,15.87,17,4,3,6,4,43,38,41,3,3,0.41,0.5,6,4,21
362,TERM,75028,M,WHITE,1,51.24,95,5000,8,3,10,95,49.99,13,7,7,3,17,55,34,51,4,5,0.07,0,5.5,2,30
363,TERM,75028,F,WHITE,1,15.45,37,5000,2,1,4,32,14.12,15,10,8,8,1,46,36,37,3,2,1.33,5,1.5,1,16
364,ACTIVE,75042,F,WHITE,1,12.32,5,5000,2,0,1,4,2.77,3,8,5,7,25,49,24,49,3,6,0.38,0.04,1,1,28
365,ACTIVE,75032,F,WHITE,1,11.73,5,5000,9,3,1,2,6,10,9,7,6,18,50,31,50,4,5,0.32,0.17,6,5,28
366,ACTIVE,75042,F,WHITE,1,9.63,1,1000,10,5,0,3,6,37,8,6,2,17,75,58,75,4,5,0.21,-0.12,7.5,17,54
367,ACTIVE,75020,F,WHITE,1,14.11,9,5000,7,6,1,7,6.35,0,4,6,7,35,54,19,54,4,6,0.22,0.06,6.5,3,35
368,ACTIVE,75011,F,WHITE,1,12.94,7,5000,1,1,1,7,10,0,2,5,4,32,52,20,52,4,6,0.09,0,1,3,32
369,TERM,75028,F,WHITE,2,5.13,1,1000,5,3,0,1,6,0,8,9,3,1,28,17,18,1,2,-0.87,0,4,1,1
370,ACTIVE,75018,F,WHITE,1,28,45,5000,0,1,5,35,21.54,0,5,6,2,35,55,21,55,4,6,0.18,0.29,0.5,5,35
